species,common,kingdom,class,lat,lon,date,year,basisOfRecord,datasetName
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-03-28,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-03-28,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-03-28,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-03-28,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-03-28,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-03-28,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-04-18,2010,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Zenaida macroura,Mourning Dove,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-04-18,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-04-18,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-04-18,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-18,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-18,2010,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2010-04-18,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-04-18,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-04-18,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-04-17,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-04-19,2010,HUMAN_OBSERVATION,EBIRD
Zenaida macroura,Mourning Dove,Animalia,Aves,45.01931,-93.24225,2010-04-28,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-04-26,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-27,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-04-27,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-04-27,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-04-27,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-04-28,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-04-28,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-04-28,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-04-26,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-04-26,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-26,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-04-26,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-04-26,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-26,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2010-04-20,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-05,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-05,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-05,2010,HUMAN_OBSERVATION,EBIRD
Zonotrichia albicollis,White-throated Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-05,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-05,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-06,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Charadrius vociferus,Killdeer,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Dumetella carolinensis,Gray Catbird,Animalia,Aves,45.01931,-93.24225,2010-05-16,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Quiscalus quiscula,Common Grackle,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-14,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-14,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-14,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-14,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-15,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-14,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-14,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-05-09,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-05-14,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-14,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-14,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2010-05-17,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-18,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Contopus virens,Eastern Wood-Pewee,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Vireo olivaceus,Red-eyed Vireo,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-25,2010,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2010-05-22,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-22,2010,HUMAN_OBSERVATION,EBIRD
Vireo olivaceus,Red-eyed Vireo,Animalia,Aves,45.01931,-93.24225,2010-05-22,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-22,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-05-22,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-22,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-22,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-22,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-22,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Vireo olivaceus,Red-eyed Vireo,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-27,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Vireo olivaceus,Red-eyed Vireo,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-24,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-05-19,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-05-19,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-05-19,2010,HUMAN_OBSERVATION,EBIRD
